id,pT,xF,E
-211,0.686457015224392,0.7801639441355535,6.773109106125927
-211,0.8713728675921044,0.8766990604337475,7.6216387878137715
-211,0.1715362911345997,0.0811609397148893,0.7348946998469492
-211,1.2502295658371054,0.6583804937284232,5.822695315837357
-211,0.0727047482347677,0.0712980852864813,0.6354603032254837
211,0.2840043938204382,0.0838310314936684,0.7900335911320222
-211,0.3737420434645531,1.2331074353848916,10.65546725864977
211,0.0757614168819704,0.3586470324775484,3.101019094475633
211,0.3805557354874078,0.0553711628183875,0.626829807381568
-211,0.14442703452212,0.4865909378540148,4.206554978732837
-211,0.5659096085788529,0.2903073782100324,2.573700563964439
211,0.6810609326037471,0.620116368391797,5.399703518203122
211,0.0398955401441966,1.1679373724320068,10.086291166013078
-211,0.3945824363111635,0.5483202091455568,4.753258100761213
211,0.2978827861132138,0.5518741622177717,4.776824548171245
-211,0.307267987917106,0.468910370591568,4.063123900108161
-211,0.5981041273529635,0.4113546798088879,3.604791186197177
211,0.2567362973851287,0.0690326708455272,0.6638769789767628
-211,0.3892826942456137,0.1092382684589199,1.029952743141571
-211,0.0323228655085581,0.0455024903946806,0.4182215368578333
211,0.1854303447925559,0.446484802424339,3.862416472343535
-211,0.7885324375164299,0.1710012903931142,1.6797755123184597
211,0.8132479092146088,11.15306887005217,96.3113094542684
211,0.2249112434899994,0.1906889695328988,1.66775647654579
211,0.3367012279363496,1.0874901078765176,9.397647815590128
-211,0.3690523465128777,0.6448990328296389,5.582722839914854
211,0.154058852668353,0.3824422078872413,3.3089599037990705
211,0.5439699973771337,0.0857648476594031,0.9294367940219715
211,0.5278248769805332,0.2405886670153402,2.1480472425835733
-211,0.2041324906507661,0.6622420342305825,5.72386498367352
-211,0.5414490580417418,0.4545126132064056,3.964388187874323
-211,0.3811374116416687,0.1520300657688308,1.374107900845123
-211,0.2901789663370709,1.2697413212852062,10.969060212206523
-211,0.0770070588428063,0.1193675850338668,1.0430031514063194
211,0.284347944499669,0.083871736151915,0.7904791796891782
211,0.7286890029619268,3.3301191939782955,28.76545509936735
-211,0.0612580771803703,0.1774733017409471,1.5400595085133293
-211,0.4612874366990062,1.3238456455942524,11.441683315044871
-211,0.4742315643521744,0.0533302813085151,0.6756082841968181
211,0.4129235109803725,0.3470694999589016,3.028507376999584
211,0.0360913782850858,2.0502881744207646,17.7050137398859
211,0.1876174515949091,0.294293031175931,2.5519832089943817
-211,0.2812701423164956,0.1039452816310653,0.9509139061912032
-211,0.0833100050514975,0.0144005071162543,0.2046538305181438
-211,0.6120096482329548,0.1741743239036541,1.629750155580045
-211,0.5146848548993861,0.1927682208883664,1.7479067228599443
-211,0.4746052349985774,1.5513661548508209,13.405320528666769
211,0.3979634028632458,0.4393022461219786,3.8167858297406014
211,0.2171608971621382,0.1787614194349619,1.565057607881842
211,0.1396868652876275,0.1908868941123749,1.6601115608093924
-211,0.1691301312151259,0.7080867431708263,6.118324939879307
211,0.3815700448330877,2.6058971102656865,22.505828742477338
-211,0.32502544856379,2.678655649735407,23.13314225687736
-211,0.210090396629783,4.4966279666199895,38.82961496711666
211,0.122819353294626,0.0381754040348311,0.3784603850941372
211,0.0542758911559422,0.4501778854929775,3.890210803721188
211,0.3484613970493879,1.0978920492311175,9.487827232283454
-211,0.4958436405908262,1.9580011709980871,16.91536507221499
211,0.0207792435889797,0.0749564561149424,0.6624588635904137
211,0.3336248981037346,0.0624382033474059,0.6492137230451079
211,0.4013411272746555,1.1741395880350107,10.147703480886523
-211,1.209898376984195,1.1741511055054032,10.211791323052754
211,0.3854393727514494,0.1293086296123017,1.1894623864392035
-211,0.8577012392524005,0.7391964075772977,6.441908828990154
-211,0.260818324874402,1.0453548217825344,9.03158070690557
-211,0.2492810179101211,0.2194647641777457,1.91651214225036
-211,0.4504704898648083,0.6478807295060446,5.614351397169177
211,0.2780641654475729,0.2566586057315944,2.238002470187173
-211,0.2537370021876741,1.102324589743637,9.523078269388227
211,0.7837360085699454,0.1871945338291774,1.8018342513068637
211,0.2917313957610444,0.8393397487686294,7.254987394254826
211,0.3020645634670079,0.5385088118988015,4.661963370878256
-211,0.0866295031847505,0.2351820214125591,2.037451277344318
211,0.213524875221762,0.0836790783197159,0.7662829124527725
-211,0.4515117446896139,2.5954137828088832,22.41661873804121
-211,0.3943592713944047,2.143469817735652,18.513785662714483
-211,0.3334228272785869,0.0734320511378649,0.7298793589334238
-211,0.5672928512476659,0.603149656625325,5.240915697719
-211,0.0710692865071048,0.2649342532188707,2.2930867016718155
211,0.3842718450043251,1.1078185696795455,9.574847466830608
-211,0.1146387533635233,0.2051610831590259,1.7807679703255928
-211,0.0299073647595003,0.1575729650978093,1.3681234609782538
-211,0.417510387172981,2.4124954591275976,20.836770841615028
211,0.3176886450022875,0.0360115004642934,0.4659437828408594
211,1.2018698490529818,1.464690420339354,12.705479403265729
-211,0.2325183746530417,0.0160377300641013,0.3045050151658567
-211,0.4091288320559152,0.0798187681139325,0.8135854412400262
-211,0.4560625522782408,0.5601068011159289,4.860032720947929
211,0.8030628104681428,1.510143461007928,13.065677364653576
211,1.3826106526013175,0.7619049505018319,6.724277091646583
211,0.1384650688808503,0.0506427364542691,0.4794661058183108
-211,0.1903033202429356,5.089357476086877,43.94770321500901
-211,0.2638511988250374,1.0709250068088465,9.25235195646079
-211,0.1081162868040331,0.0160059214030291,0.2242133801324037
211,0.2931162931134503,1.3865914309393006,11.977744952224777
-211,0.230666448010002,1.3036380799834637,11.26026267786081
211,0.1184802136210173,0.808215540193288,6.981416352680938
211,0.077302247760348,1.6168453490607986,13.962519782332746
211,0.120823498818095,0.214142047282681,1.8583280144866867
211,0.3614713553496285,0.1468967236836484,1.3263291898875669
211,0.0283241339055096,0.5488528621516309,4.741534154774418
211,0.1105363065672279,0.4432163521087183,3.831352837872455
-211,0.6833180132886609,0.0699158158574881,0.9224383969755364
211,0.0624741840767705,0.5452607299029713,4.710858969376692
211,0.2674266148888297,0.4262835921251415,3.693337654726126
-211,0.4951549647823541,0.2995136691700401,2.6369965989520794
-211,0.2381400696120837,0.0453087016409369,0.47881413246446
211,0.168635415418665,2.077649240956376,17.942027545303894
211,0.2322850431730847,0.1196162195914086,1.067854129437755
211,0.2025937801107449,0.3535701884737428,3.0630068969672584
-211,0.1856922854268841,0.1752972298719097,1.5314282170506528
-211,0.5948595154566629,0.3491746420040188,3.0764424355852755
211,0.240456271027302,0.3674245983801285,3.1849036023759205
211,0.2740611075244156,0.4860430038670771,4.208279529754342
211,0.5803134659539714,0.9439574971477792,8.1729828515689
211,0.1448851212805345,2.29555789338468,19.823374217571743
-211,0.6841825506732047,2.3567305885898984,20.362561355008587
211,0.1802445024995348,-0.0027328817863693,0.2291828168381055
211,0.5327343513115935,0.147656303518058,1.3888759272696989
211,0.339808061436537,1.2221652467917046,10.559900872030076
211,0.2343774340768348,0.0506357914217652,0.5153595883810154
-211,0.5323686660212034,2.3237580465908088,20.07341043386313
-211,0.0353649771112083,0.5149814820716383,4.449242701134132
-211,0.131093247649122,0.7227904144844715,6.244298246032046
211,0.6162751963497368,1.2044448210437837,10.419669048478822
-211,0.7188208304027962,0.1455837070172131,1.4548387248426324
-211,0.9079531231424972,1.534797689986691,13.284917195171406
-211,0.0475562777542108,1.7986753419046904,15.532426776347862
-211,0.1903319370939559,0.9405074670850248,8.12479729083621
-211,0.0259113501924287,0.1937285773919214,1.6788762261931371
-211,0.3002076173079073,0.3842025574021555,3.3341019811552064
211,0.1257105234228678,0.0890496884438755,0.7915620470150494
-211,0.2463250925113085,0.2364175217416261,2.0610252606753465
211,0.3940858826816571,0.216194250765937,1.9130968003593216
211,0.249343122240764,0.0987333072182183,0.8991826278468755
211,0.3157992431267364,1.0620561791781478,9.177449684537802
-211,0.1774888030985291,0.8133528380113649,7.027005027597124
211,0.6400679952702301,0.5915833413743472,5.150211406701359
-211,0.5828471321082348,1.2597781148938598,10.894796795968425
211,0.6593257393330957,0.6282630851187789,5.466809225738223
211,0.1190225825762287,0.3042841519641943,2.6339164783252498
211,0.1439202648926589,0.1832555114797656,1.5950773604621216
-211,0.0824203550648855,1.1628996440604051,10.043053404825075
211,0.5651121509655667,0.1109769086903553,1.1212325272817163
211,0.2392377441149187,0.1550769622396725,1.367447815636007
211,0.1575963517593092,0.5076359927687895,4.388535471013435
211,0.4422361287950668,0.3989028209684469,3.475638580482657
211,0.9975204276472874,0.6470025292334354,5.676995008011245
211,0.2176748678031889,0.3226466220048843,2.798056812158804
-211,0.4107046947513724,0.1587538253749793,1.4378450792303958
-211,0.4174778599068536,3.409162100739792,29.441718949559093
-211,1.0249178490921604,0.6155056798546089,5.414666180961281
211,0.1368039875040056,0.8007401376761387,6.917226103753729
211,0.035425374975497,0.0805560957534161,0.7103569716832974
211,0.1398151244471714,1.3153285520192848,11.359700894928082
211,0.1529242738720996,0.1059592176831326,0.9380998330182136
211,0.7405977084038475,0.6175733081879118,5.385791015813723
-211,0.1054969776417523,0.3493629057692813,3.021849730804278
-211,0.6232257094427033,0.482051416662667,4.211268403242242
211,0.3242979133340154,0.0703856366908971,0.7028892376133001
211,0.3651456357110727,1.7319664478071457,14.96079738145733
-211,0.8637001486049396,1.0755327005813835,9.328442506722116
211,0.5365455273538315,2.6548851255751384,22.931879650640106
-211,0.2093960485914472,1.8993813971051845,16.403263347259735
-211,0.2325317874448128,0.2271670038267606,1.9802667981849924
-211,0.2686150159334617,0.1017435577424335,0.9292525071018776
211,1.1088127624939697,1.0266252165085306,8.935167904469228
211,0.2517019900787864,0.76829219320042,6.640513625337961
-211,0.2670037853496373,0.1448231764622378,1.2863416029021115
211,0.6959612442117298,3.3096612090261943,28.588042190541643
211,0.0955355064623281,0.1670488156637211,1.4523638598892472
211,0.3951583756736017,2.2181057769419303,19.15813148517821
-211,0.1318375975708261,0.0857421609300364,0.7648793509262551
211,0.1830518728652329,0.1492316039325965,1.3090269217198338
-211,0.0823073580460081,0.7989103329673675,6.9005667418532814
211,0.1078192359630083,0.0894862795535647,0.7925934933968117
211,0.139212491085458,0.019385073518041,0.2586115772810758
-211,0.267813741099889,3.0374046095700806,26.23000656556548
-211,0.5888255381237616,1.180936188031423,10.215431905438402
211,0.2026317610895843,0.4877895958488882,4.219288227955651
-211,0.8495755918219133,0.4431419416151312,3.9222324134466775
-211,0.1006547536854841,1.866769871268352,16.12064785892493
-211,0.3487723539154675,0.6538983430161927,5.658954962306469
211,0.4313493520684257,0.0716182644496684,0.7668103280467196
-211,0.3028191413972222,0.1960572595653887,1.7254955672367016
211,0.3919137621297424,0.9202125783891002,7.957003345639078
211,0.2780715814990944,0.5487072612429106,4.7483420056817565
-211,0.0526658532122591,0.4376265906426055,3.781889088088017
-211,0.7490299825812943,1.1007302154690897,9.535395887151289
211,0.7161276216904022,0.8869277147177118,7.693376369906468
211,0.3309598115540031,0.4826745251904201,4.183387233360397
211,0.2461880315344349,0.1877812599191181,1.646018817085804
211,0.1308758460599058,-0.0073606948928216,0.2016139399500262
211,0.0907486230758444,0.0613184637415692,0.5550453686593626
-211,0.1446128867318704,0.0241068591046186,0.2893532716429043
-211,0.1279496461609447,0.716345148155641,6.188603395886339
-211,0.3984961490810352,0.6325861132968482,5.478733547534244
211,0.3362455898916815,0.0700098039607053,0.7056988119006368
211,0.2972269206896075,0.927573797477668,8.016412995046613
211,0.5115416580871768,5.083781645482064,43.90212392713313
-211,0.2102658128391281,0.2747325692788065,2.3857269856144296
-211,0.4177870284924098,0.193365561321418,1.726853217469806
-211,0.1945741749156986,0.0507693960642025,0.4995318333698558
211,0.1776595296979366,2.044764305055338,17.65817306261904
211,0.3316560247465393,0.1402037960575446,1.2630137785936872
211,0.3626361040570041,0.2365793411299356,2.079509849300127
211,0.3990664020487621,3.075713344244363,26.562432032038824
-211,0.1945531470714735,0.0908860117997001,0.8205217733177949
-211,0.8224506253932492,0.1748697306465919,1.7251242646270015
211,0.2804466968904565,1.66967590005571,14.421207540406304
-211,0.7774955493018633,0.4397132272244317,3.878261945771372
211,0.5033853019763789,0.9515315391068524,8.233150822670156
-211,0.245044456841571,0.088903533249863,0.8178476533173121
-211,0.2889710744488806,0.0995121112750483,0.9172644505109354
-211,0.4478873106644558,4.1166102035987935,35.55040295504703
-211,0.0732543777883309,0.3028199923232536,2.61962504507776
211,0.0372968274172329,0.2794584118723714,2.417469602050087
-211,0.0795541300251895,0.5540195319234116,4.786706203277298
211,0.2457888503339447,0.3892013399064379,3.372654286581428
211,0.3658337325104777,0.1345579818523697,1.226121301730152
211,0.4151816670450487,1.0783102877244135,9.321605036728716
211,0.4456520067556177,-0.0261337732053951,0.5186630232760948
-211,0.3363359260821822,0.3805542072152413,3.3062350103363407
-211,0.8520846332110518,0.2423550423200408,2.263882577500142
211,0.3403948389147316,0.0779039714896,0.766736214330818
-211,0.2114960967496304,0.6282944079159722,5.431294327106988
211,0.1778271732796523,0.0456226457014017,0.4542063545575888
-211,0.0959952789573961,0.752714838771909,6.501968817747363
-211,0.2967797928882212,0.0512859508603357,0.5510735295963425
-211,0.1918656963551034,3.6761940894670913,31.74516047305075
-211,0.1397779550269361,0.3114480379262507,2.696626694086421
211,0.3679689739673714,0.121004589000593,1.1165425095357662
-211,0.6193275098810997,0.1701050940484856,1.6001982987431895
211,0.0359784443413984,0.311710419817671,2.6955043786882986
211,0.5268387838988203,0.4449738030158115,3.880850085405649
-211,0.4114992363327571,0.3363314537249601,2.9365791285405543
-211,1.1095691486805124,2.2711174749607324,19.643167515564205
-211,0.1750440178885836,0.2375872727202767,2.063766763121292
-211,0.2908349148564954,1.1021095654121371,9.522283232754711
211,0.3394786609099848,1.9714673168858416,17.027757990850045
-211,0.2998005587994603,4.066755682327941,35.11836614058353
211,0.3123821708197097,1.1624087321459482,10.04333579320577
-211,0.2341677276712042,0.1562747735395253,1.3767067962432316
211,0.4645835334287097,0.1584310716139715,1.4515249188475086
211,0.1861359148298952,1.5306271037895127,13.21915314691958
-211,0.3625318815783563,0.0641455135359584,0.6765478727856817
211,0.1016098473855495,0.453922168076228,3.923459703148085
-211,0.1044046209490621,0.0987498128939067,0.8703452081667464
211,0.362764545391748,3.3644908176012582,29.05528738438775
211,0.3674432361589261,0.9629319559456272,8.324290847221146
211,0.0523132324429129,0.0631549841686045,0.5653512997565346
211,0.2345622129457097,1.5774947566544275,13.624546489467578
211,0.536534955246133,0.1377266566891244,1.31215167727768
-211,0.062055619949285,0.0281313603051043,0.2869482467200343
-211,0.1593831038017806,0.0196901408157829,0.2716462020248386
211,1.6212440770753582,1.9264412710430985,16.71439653883128
-211,0.6204625372857454,0.1186382586076075,1.2058009753529113
211,0.4825389620485448,0.5353027019778509,4.649601567412571
211,0.1188395697092666,0.0110892350399201,0.2068137996637493
-211,0.784873557887124,0.5040540196929406,4.424954468322058
211,0.1980605879704081,1.359129924107111,11.738712681399798
211,0.3405418474246712,0.8252603723236371,7.135696395207022
211,0.1372734953018303,0.0710387441778487,0.6439063279429164
-211,0.1174233618550992,0.0757811157253936,0.6793211000521492
211,0.3100475867601334,0.34515111063146,2.999743717765629
-211,0.3940910649988351,0.4442407973829692,3.858775033017399
-211,0.5264377898452951,0.4367839092650017,3.810787987881163
211,0.2047423341244328,0.1459020533161469,1.2840135808791528
211,0.159648441237805,0.1818791821108472,1.5847946710877143
211,0.7037167892606991,0.3443836617287821,3.05909983111079
211,0.2778468412185334,1.2442812869646296,10.748981320953792
211,0.4605318997667719,0.1443848870055461,1.3364212391002182
211,0.2634361498538581,0.5089239145513728,4.404705385096893
211,0.4943308363307487,1.6161741659486328,13.96526205402548
211,0.8808678731573234,2.606051372388455,22.52115917244624
-211,0.087254021657437,0.867644743184742,7.493999968251952
-211,0.1858782681698562,0.3316140581410726,2.8729366695464327
-211,0.915530833049894,1.199904381005904,10.402590796230788
-211,0.0629588215894668,1.0200631279200212,8.809669522499119
211,0.4087822010926351,0.8498753564717564,7.351452975500949
-211,0.2922193626802933,0.0425004267425621,0.4894459496991005
211,0.1155772425698902,0.0364046376370816,0.3628477004510574
-211,0.0886998140607368,0.4931470133236715,4.2615795968623
211,0.2172100815631258,-0.0023818375762645,0.2590039030887206
211,0.5804583434259906,0.2897570423387485,2.572315970491589
-211,0.4413992828798008,0.1018969441328135,0.9942427293297634
211,0.239248354253388,0.0231514726585102,0.3415927470035548
211,0.1819999078537006,0.422228430597812,3.653188117639018
-211,0.697153706633968,0.3454336512643232,3.066415678441878
211,0.5295703455442209,0.3933724443708183,3.4406719933174337
211,0.1602915670754418,0.1046213273263768,0.9280794312195472
-211,0.5920825848763153,0.2338869211508607,2.109257534903136
211,0.167437995287551,3.1874751040110723,27.525003619880422
211,0.8729610259881939,0.7038134769379972,6.141455428422006
211,0.5570406796975648,0.5674090656709505,4.933167610068851
211,0.71930129574384,0.779817542805849,6.77354300021744
211,1.0273414182562326,3.4202567847047387,29.55242378154984
-211,0.1544105958915819,0.1438787307202079,1.2597203035944582
211,0.2143551455312821,2.31006387284846,19.949253781159907
211,0.1907504330678417,0.2103322668274015,1.8315533404532007
211,0.3534935583627034,4.586902389627939,39.61014698720075
211,0.8498522436390433,0.82635083419949,7.18740118390562
-211,0.1151721981523666,1.7965787232310957,15.514677703039087
211,0.2681769895475261,0.3807248444378667,3.301465302688304
-211,0.2630559972920897,0.3733967474901331,3.2380375171202607
211,0.2901043709536105,0.5985879931910781,5.178878081305427
-211,0.2457269435992472,5.016576556295517,43.31952140910249
-211,1.0796515623531588,4.572981843726615,39.50312178833725
-211,0.0898113460122201,0.0528448319909011,0.4855654311430316
211,0.1295824603382059,0.6959082643124174,6.012249037327687
211,0.1822765296790166,0.6637219670026937,5.735896298234428
-211,0.8538232170968667,1.4116296781462856,12.220215713795662
-211,0.1730812851280651,0.4265226103055361,3.689767225140855
211,0.3573411852144323,0.0801976393950683,0.7916742573180785
211,0.025280504377048,0.0738946005080891,0.6536615968945829
211,0.4300468374612722,0.5421698688960559,4.703467862499905
211,0.2760977417339789,1.3068650279077838,11.28913944209213
211,0.1773236531333185,0.0847740493998463,0.7660247282781958
211,0.6273043782057326,0.7218519339834977,6.266298212822794
211,0.3823490180662367,0.1383985811734188,1.262496512078285
211,0.0832036934521982,3.7848343741934047,32.68279660229907
-211,0.7554353264910928,0.8691896109467336,7.544744896993532
211,0.3448911644501958,1.2159169790893385,10.506144968569222
211,0.4623396631207891,1.310333388537678,11.325151260457858
211,0.4372520156178163,0.1493990047038718,1.369291929388202
211,0.7460501435079114,0.3224265427676414,2.885783192524664
211,0.3918667965619828,0.7736003733712906,6.693049627206481
-211,0.4025667278646743,1.0970261347668002,9.482498694032715
-211,0.0929971892876522,0.4907631515545567,4.241102366013791
-211,0.6074750079519604,0.1783179769501142,1.6611638818464722
211,0.5348867491905425,0.6816481101476963,5.911995190912831
211,0.3877832099803351,1.8231546245152304,15.748501423047042
211,0.2527200291472736,0.1028444620078801,0.9338190279404528
-211,0.1700327865976055,1.190281610464919,10.280544891938874
211,0.1755522741211618,0.6732324105640763,5.817748187515623
211,0.5217675046040933,0.1026455952671593,1.0379522105250472
211,0.1863335173859138,0.7117770125268086,6.1506675232880665
211,0.4812744344890972,0.6122189041293349,5.310262731431013
-211,0.4817842230192761,0.4556124257702229,3.966101306338919
-211,0.0677240515891941,4.982552284812441,43.02507659398833
-211,0.3665470379919839,0.943867293199121,8.15981275020096
211,0.0691939350689281,0.1005181177860807,0.88185168585276
-211,0.1920396575796056,0.764461965626292,6.605466800485082
-211,0.2799959559207741,0.4413044871427952,3.823525681543895
211,0.2703412323648576,0.3731987652901445,3.2369354744983374
-211,0.2927892923622457,0.1619445909604023,1.435529828839288
211,0.4074536877030399,0.5388739196013177,4.673115539744142
-211,0.0920736673236478,0.0141348494767823,0.2070143593028856
-211,0.1549636282645499,0.6505143970346214,5.621121695327227
211,0.2781663806882743,5.832039014782344,50.3611545294485
-211,0.1085355467875077,0.2663039570129384,2.306346029470342
211,0.2372194352838287,0.134542767276231,1.193945936766658
211,0.2660340888579188,0.1772528862117176,1.5597996227840043
211,0.0397787411134174,0.0580238943457222,0.5216367306171281
-211,0.2463094478176499,1.4348510490118709,12.39330462958968
-211,0.3571132820814164,3.8614262837395232,33.34597523762487
-211,0.2336268338584982,0.0436009897951408,0.4645561792502349
211,0.28623892223572,0.2959260206619797,2.575115119970784
-211,1.093390044217208,2.933595974983895,25.355840807814303
211,0.6898347443809375,0.4875753292053322,4.268679225586335
211,0.4241947402330066,0.792887732345038,6.861206364482081
-211,0.1334882946656216,0.3336570852518448,2.8876252409715693
211,0.6227899411881507,0.0245308530732275,0.672471131282801
-211,0.310899104530963,0.1233793110346247,1.1185693952040077
-211,0.6641907707676508,2.8497437222380606,24.61715659035305
211,0.3629197445781809,0.195747471739575,1.7344439620426404
-211,0.4071233352059092,0.2742197296861017,2.406707113132616
211,0.7728491716762699,0.2949542325000814,2.665288935438161
211,0.202246553185866,0.0190736643580348,0.2958217034715041
211,0.0721035594385487,0.2383711264602709,2.0643426411042656
211,0.3203414011550178,0.0665586951843445,0.6726254405479328
211,0.0735815661351814,1.2560695869692942,10.847423849704052
211,0.0801423387508383,1.1592439874362046,10.011472103630362
211,0.0664550504064618,0.2387337370643669,2.067275464862515
211,0.5802588252490003,0.1275615717631312,1.2527950064927005
-211,0.2706994099789532,0.0846913274681326,0.7922014200106713
211,0.3912271021787237,0.5315692338694834,4.608905294701803
211,1.2561012276462544,0.949784082494212,8.298278550743344
211,0.4348874140028589,0.2346411378723727,2.0769886177600783
211,0.116882603414715,0.0083463098655917,0.1957947367632058
-211,0.217304311490391,0.0640998840076212,0.6107965996540322
211,0.6626709017975925,0.5979543621687715,5.207611528050466
-211,0.4460820267477584,0.0869789304165843,0.8846336495667954
211,0.1212664386185531,0.7219056917685664,6.236463362582751
211,0.4137548178299953,1.3264974368813869,11.462747367721343
-211,0.2124497102181865,0.4038334251655718,3.4963911778647385
211,0.4972288289274635,0.133568852820435,1.2637247126359283
211,0.9915942343938056,0.5904942098570998,5.196369122210787
-211,0.0887843975650612,0.1778038079274252,1.544237320780064
211,0.1491058759173975,0.2335391450490007,2.026947679708611
211,0.5969908613217303,0.1208763087440062,1.2105166090431754
-211,0.2173878417578583,1.7275061328400625,14.919410987751208
211,0.3437975816789281,2.611787029846943,22.55607312645854
211,0.2580776589727461,0.495618227779051,4.289754368643093
-211,0.0857420812167429,0.0345740042646197,0.3405340150665754
211,0.3276200123907529,0.4053334802731566,3.5181611182999832
211,0.3040646494895943,1.6310513670615572,14.08825166100416
211,0.4273246998065835,2.066395784995231,17.849179357123088
-211,0.2337647365375864,0.4694174578313558,4.0625961096286
211,0.46697026966481,2.1317082727757093,18.41394801578181
211,0.46406049639886,0.268778960943426,2.370981395591477
-211,0.2661581653661898,0.3266705441900784,2.8367944615289677
211,0.3455568586927832,0.3457433199368298,3.0086958816512306
211,0.264571733074629,0.1391170466887199,1.2379709240903265
-211,0.4689047465562344,1.1247296725150997,9.724458562949463
211,0.4777757398103883,0.2416640308217021,2.1453313516379966
211,0.5412798498270089,0.5859394955248186,5.090425789651114
211,0.1065226371937748,0.1728628966808852,1.5029774908488351
-211,0.3664670907748817,0.2916631886371063,2.5488848125003587
-211,0.185319091477926,0.4575844021931051,3.958088327601977
211,0.0729040998686247,0.4753981311499441,4.108125439067313
211,0.0379891577777533,0.313386690019028,2.709985969345268
211,0.1703241663662404,2.293035135676345,19.80179356912003
-211,0.8419315432158977,1.6144596587111908,13.967104910674191
-211,0.6709893667353327,0.9859180416241942,8.541034359224186
-211,0.267201723510239,3.432745167854004,29.64360287917882
211,0.0931719539772367,0.0968381944275812,0.8528789235339781
211,0.4419059573475414,3.671228283915414,31.704780708629475
211,0.8206796342732283,0.989608284019469,8.58581076481518
-211,0.4495498530585216,0.7845673818342381,6.791144604487686
-211,0.3970319880960261,0.8346696181969633,7.219725295196753
-211,0.2595498038541841,0.6694483129748244,5.788254484165188
-211,0.3060107656562511,0.0796930031218482,0.7659514431262276
211,0.6507602339824061,0.4493197177069677,3.936587995615744
211,0.484367284511833,4.43021766284406,38.25865753990808
